epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
171,9778.99,1.46453,0.98232,1.25388,0.85092,0.80529,0.84785,0.49945,1.48017,0.92356,1.29511,0.0066538,0.0066538,0.0066538
172,9836.83,1.46768,0.97214,1.25113,0.8541,0.80086,0.84813,0.50102,1.48013,0.92255,1.29467,0.006634,0.006634,0.006634
173,9894.77,1.44912,0.96272,1.24378,0.8579,0.80129,0.84984,0.50062,1.47856,0.92229,1.29367,0.0066142,0.0066142,0.0066142
174,9952.14,1.45829,0.97041,1.24947,0.85458,0.80171,0.84902,0.4999,1.47797,0.92183,1.29313,0.0065944,0.0065944,0.0065944
175,10009.7,1.4366,0.95819,1.237,0.8558,0.80445,0.85002,0.50131,1.47762,0.92236,1.29299,0.0065746,0.0065746,0.0065746
176,10067.1,1.4598,0.95826,1.24617,0.85575,0.8017,0.84979,0.50153,1.47758,0.92218,1.29275,0.0065548,0.0065548,0.0065548
177,10124.9,1.45916,0.9682,1.24227,0.85926,0.80079,0.85078,0.50192,1.47791,0.9216,1.29306,0.006535,0.006535,0.006535
178,10182,1.44065,0.95293,1.24466,0.85788,0.80195,0.85104,0.50235,1.47838,0.9208,1.29389,0.0065152,0.0065152,0.0065152
179,10239.7,1.45097,0.96799,1.24585,0.86053,0.80407,0.85151,0.50311,1.47827,0.91863,1.29358,0.0064954,0.0064954,0.0064954
180,10298.9,1.45282,0.95997,1.24603,0.86194,0.80427,0.85153,0.50424,1.47897,0.91979,1.2935,0.0064756,0.0064756,0.0064756
